Country,Region,Year,Project Title,Budget (USD),Expense (USD),SDGs,Signature Solution,SAMOA Pathway,Funding Sources
HTI,Caribbean,2022,Services intégrés de dév des opportunités économiques,143532,146407,"Goal 1 - No Poverty,Goal 4 - Quality Education",Keeping people out of poverty,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 12 - Gender Equality and women’s empowerment,Goal 13 - Social Development","UNDP Funding Windows,United Nations development Pro"
HTI,Caribbean,2021,Developpement de projets,50000,41885,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",United Nations development Pro
HTI,Caribbean,2022,Developpement de projets,65000,67820,Goal 13 - Climate Action,Promote nature-based solutions for a sustainable planet,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",United Nations development Pro
HTI,Caribbean,2021,Renforcement des capacites de prevention des risques,,,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","United Nations development Pro,World Meteorological Organization"
HTI,Caribbean,2022,Renforcement des capacites de prevention des risques,822034,509127,"Goal 1 - No Poverty,Goal 13 - Climate Action",Enhance national prevention and recovery capacities for resilient societies,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","United Nations development Pro,World Meteorological Organization"
HTI,Caribbean,2022,Capacity Building Initiative for Transparency (CBIT),300125,47127,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Global Environment Fund Truste,United Nations development Pro"
HTI,Caribbean,2022,Securite Climatique,120000,,Goal 13 - Climate Action,Enhance national prevention and recovery capacities for resilient societies,"Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","International Organization For Migration,RCS - Services,United Nations development Pro,United Nations Environment Programme,World Food Programme"
HTI,Caribbean,2022,Création de partenariats,95000,36066,,Other,,United Nations development Pro
JAM,Caribbean,2012,HCFC Phase out Management Plan -1st Stage Implementation,83000,4911,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2013,HCFC Phase out Management Plan -1st Stage Implementation,193632,152870,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2014,HCFC Phase out Management Plan -1st Stage Implementation,50387,49863,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2015,HCFC Phase out Management Plan -1st Stage Implementation,92809,79250,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2016,HCFC Phase out Management Plan -1st Stage Implementation,119823,78845,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2017,HCFC Phase out Management Plan -1st Stage Implementation,72616,53261,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2018,HCFC Phase out Management Plan -1st Stage Implementation,31032,26221,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2019,HCFC Phase out Management Plan -1st Stage Implementation,7495,5673,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2020,HCFC Phase out Management Plan -1st Stage Implementation,61818,-1602,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2021,HCFC Phase out Management Plan -1st Stage Implementation,186812,47321,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2022,HCFC Phase out Management Plan -1st Stage Implementation,3021,72774,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction",Montreal Protocol
JAM,Caribbean,2018,Initiation Plan for Ratification of Kigali Amendment,67239,54144,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Canada,Montreal Protocol,United Nations development Pro"
JAM,Caribbean,2019,Initiation Plan for Ratification of Kigali Amendment,73746,73484,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Canada,Montreal Protocol,United Nations development Pro"
JAM,Caribbean,2020,Initiation Plan for Ratification of Kigali Amendment,49619,41102,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Canada,Montreal Protocol,United Nations development Pro"
JAM,Caribbean,2021,Initiation Plan for Ratification of Kigali Amendment,50000,46922,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Canada,Montreal Protocol,United Nations development Pro"
JAM,Caribbean,2022,Initiation Plan for Ratification of Kigali Amendment,6678,2169,"Goal 12 - Responsible consumption and production,Goal 13 - Climate Action",Other,"Goal 9 - Sustainable consumption and production,Goal 10 - Management of chemicals and waste, including hazardous waste,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction","Government of Canada,Montreal Protocol,United Nations development Pro"
JAM,Caribbean,2018,Engagement Facility,33771,25275,,Other,,"Caribbean Development Bank,Government of Netherlands,Inter-American Development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),Office of Disaster Preparedness and Emergency Management,United Nations development Pro"
JAM,Caribbean,2019,Engagement Facility,31000,30565,,Other,,"Caribbean Development Bank,Government of Netherlands,Inter-American Development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),Office of Disaster Preparedness and Emergency Management,United Nations development Pro"
JAM,Caribbean,2020,Engagement Facility,189081,178869,,Other,,"Caribbean Development Bank,Government of Netherlands,Inter-American Development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),Office of Disaster Preparedness and Emergency Management,United Nations development Pro"
JAM,Caribbean,2021,Engagement Facility,562154,387725,,Other,,"Caribbean Development Bank,Government of Netherlands,Inter-American Development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),Office of Disaster Preparedness and Emergency Management,United Nations development Pro"
JAM,Caribbean,2022,Engagement Facility,303145,153769,,Other,,"Caribbean Development Bank,Government of Netherlands,Inter-American Development Bank,MPTFO-Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda),Office of Disaster Preparedness and Emergency Management,United Nations development Pro"
JAM,Caribbean,2020,Spotlight Initiative- Jamaica,487077,311041,Goal 5 - Gender Equality,Other,Goal 13 - Social Development,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
JAM,Caribbean,2021,Spotlight Initiative- Jamaica,1320254,890096,Goal 5 - Gender Equality,Other,Goal 13 - Social Development,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
JAM,Caribbean,2022,Spotlight Initiative- Jamaica,581112,418392,Goal 5 - Gender Equality,Other,Goal 13 - Social Development,"MPTFO-Spotlight Initiative Fund (SIF00),United Nations development Pro"
JAM,Caribbean,2020,EnGender - Jamaica,179749,144727,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 17 - Partnership for the goals",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 16 - Means of implementation, including partnerships","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
JAM,Caribbean,2021,EnGender - Jamaica,89577,53433,"Goal 1 - No Poverty,Goal 13 - Climate Action,Goal 17 - Partnership for the goals",Other,"Goal 1 - Sustained and sustainable, inclusive and equitable economic growth with decent work for all,Goal 2 - Climate Change,Goal 4 - Disaster risk reduction,Goal 16 - Means of implementation, including partnerships","Department For International development (DFID),Department of Foreign Affairs, Trade And development,United Nations development Pro"
