SIDS,Budget_letter,Budget,Project,SDG,Funding,Year
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,13,Vertical Fund,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,13,Vertical Fund,2021
Cabo Verde,66k,,4 National Communication and BUR under the UNFCCC,13,Vertical Fund,2021
Comoros,546k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Vertical Fund,2021
Comoros,45k,,Renf. des capacités du Programme de Microfinancement FEM,13,Vertical Fund,2021
Comoros,1M,,Renforcement de la résilience des Comores aux risques,13,Vertical Fund,2021
Comoros,8M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Vertical Fund,2021
Cuba,44k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,13,Vertical Fund,2021
Cuba,860k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,13,Vertical Fund,2021
Cuba,522k,,BIOENERGIA - CLEAN ENERGY TECHNOLOGIES FOR THE RURAL AREAS IN CUBA,13,Vertical Fund,2021
Cuba,710k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),13,Vertical Fund,2021
Cuba,107k,,Plan de Implementación Nacional (NIP) del Convenio de Estocolmo sobre los Contaminantes Orgánicos Persistentes (COPs) en Cuba,13,Vertical Fund,2021
Cuba,349k,,FINANCING MECHANISMS IN SUSTAINABLE LAND MANAGEMENT,13,Vertical Fund,2021
Cuba,596k,,Low-carbon transport systems in Havana (Medium size),13,Vertical Fund,2021
Cuba,100k,,TURISMO SOSTENIBLE PREPARATORIA,13,Vertical Fund,2021
Cuba,1,,NAP Havana Coastal Zone,13,Vertical Fund,2021
Grenada,438k,,Ridge to Reef Grenada,13,Vertical Fund,2021
Grenada,429k,,Climate Resilient Agriculture for Integrated Landscape,13,Vertical Fund,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,13,Vertical Fund,2021
Guyana,182k,,Mainstream and Monitor Rio Convention implementation,13,Vertical Fund,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,13,Vertical Fund,2021
Haiti,956k,,National Adaptation Plan,13,Vertical Fund,2021
Haiti,90k,,PPG Résilience du secteur Eau,13,Vertical Fund,2021
Haiti,108k,,PPG Biodiversite GEF7,13,Vertical Fund,2021
Jamaica,61k,,Fourth National Communication & Biennial Update Report,13,Vertical Fund,2021
Kiribati,941k,,Enhancing national food security,13,Vertical Fund,2021
Kiribati,535k,,KIR LDCF WoI,13,Vertical Fund,2021
Maldives,5M,,GCF-Managing climate change induced water shortages,13,Vertical Fund,2021
Marshall Islands,8k,,RMI 3rd NC and 1st BUR,13,Vertical Fund,2021
Mauritius,2M,,GCF - Accelerating Low Carbon,13,Vertical Fund,2021
Mauritius,1k,,Energy Savings and Climate Benefits through Mandatory En,13,Vertical Fund,2021
Mauritius,2M,,Restoring Marine Ecosystem by Rehabilitating Coral Reefs,13,Vertical Fund,2021
Mauritius,84k,,PPG Promoting Low-carbon Electric Public Bus Transport i,13,Vertical Fund,2021
Mauritius,2k,,PPG Strengthening National Greenhouse Gas Inventory,13,Vertical Fund,2021
Mauritius,59k,,Mainstreaming SLM and Biodiversity Conversation in Mtius,13,Vertical Fund,2021
"Micronesia, Federated States of",279k,,Third National Communication (TNC) and First Biennial Update Report (FBUR),13,Vertical Fund,2021
"Micronesia, Federated States of",76k,,Micronesia Public Sector Buildings Energy Efficiency,13,Vertical Fund,2021
Nauru,155k,,Nauru SMARTEN FSP,13,Vertical Fund,2021
Niue,880k,,Niue Ridge to Reef,13,Vertical Fund,2021
Niue,1M,,Accelerating RE & EE in Niue (AREAN),13,Vertical Fund,2021
Papua New Guinea,389k,,WB FCPF REDD+ Readiness II,13,Vertical Fund,2021
Papua New Guinea,453k,,PIMS5569 Renewable Energy & Energy Efficiency,13,Vertical Fund,2021
Papua New Guinea,991k,,PIMS 6119 Advancing PNG NAP,13,Vertical Fund,2021
Samoa,2M,,Economy-wide integration of CC Adaptation (FSP),13,Vertical Fund,2021
Samoa,6M,,Green Climate Fund Vaisigano River Catchment,13,Vertical Fund,2021
Samoa,1M,,IMPRESS_Renewable Energy (Full Size),13,Vertical Fund,2021
Samoa,436k,,Third National Communication and Biennial Update Report,13,Vertical Fund,2021
Sao Tome and Principe,705,,RESILIENT CAPACITIES COMMUNITIES,13,Vertical Fund,2021
Seychelles,956k,,Ecosystem Based Adaptation to Climate Change in Seychell,13,Vertical Fund,2021
Seychelles,183k,,Seychelles Protected Area Finance Project,13,Vertical Fund,2021
Seychelles,2M,,SAPPHIRE - Large Marine Ecosystem Project in WIO,13,Vertical Fund,2021
Solomon Islands,559k,,SOI: Rural Electrification (SPIRES),13,Vertical Fund,2021
Solomon Islands,222k,,PPG _SOI_Biodiversity and Land Degradation,13,Vertical Fund,2021
Suriname,1M,,"Strengthening capacities for REDD+ (Countries’ efforts to Reduce Emissions from Deforestation and Forest degradation, and foster conservation, sustainable management of forests, and enhancement of forest carbon stocks)",13,Vertical Fund,2021
Timor-Leste,501k,,Building shoreline resilience of Timor-Leste to protect,13,Vertical Fund,2021
Timor-Leste,588k,,Implementation of the Arafura and timor Seas Regional an,13,Vertical Fund,2021
Timor-Leste,3M,,Safeguarding rural communities and their physical assets,13,Vertical Fund,2021
Trinidad and Tobago,272k,,T&T Third National Report to UNFCCC,13,Vertical Fund,2021
Trinidad and Tobago,856k,,GEF 5-Environment Agreement Management Capacity Building,13,Vertical Fund,2021
Tuvalu,2M,,TV Coastal Adaptation,13,Vertical Fund,2021
Tuvalu,1M,,Tuvalu Sustainable National Energy Targets Project,13,Vertical Fund,2021
Vanuatu,477,,Adapt to Climate change in Coastal Zones Vanuatu,13,Vertical Fund,2021
Vanuatu,347k,,Vanuatu Third National communication,13,Vertical Fund,2021
Vanuatu,248k,,VU Energy Roadmap (BRANTV),13,Vertical Fund,2021
Vanuatu,90k,,Vanuatu VCAP2 Project Preparation Grant,13,Vertical Fund,2021
Comoros,546k,,PIMS 4926 Enhancing adaptive capacity for increased reli,13,Other,2021
Comoros,45k,,Renf. des capacités du Programme de Microfinancement FEM,13,Other,2021
Comoros,8M,,Ensuring climate resilient water Comoros -PIMS-5740-GCF,13,Other,2021
Cuba,583k,,Fortalecimiento de las cadenas de frutales en Cuba.,13,Other,2021
Cuba,12k,,Igualdad Género Gestión Calidad Alimentaria,13,Other,2021
Cuba,16k,,Reducción del Riesgo de sequía e inundaciones,13,Other,2021
Dominican Republic,60k,,Recuperacion COVID-19,13,Other,2021
Dominican Republic,69k,,Plataforma sostenibilidad ambiental y resiliencia,13,Other,2021
Dominican Republic,208k,,Sostenibilidad y resiliencia,13,Other,2021
Guinea-Bissau,3M,,HC - UNDP Guinea Bissau Early Response to COVID-19,13,Other,2021
Jamaica,139k,,Engagement Facility for Disaster Risk Reduction,13,Other,2021
Jamaica,205k,,Resilient Recovery Programme - Bahamas,13,Other,2021
Mauritius,4M,,COVID-19 MAURITIUS,13,Other,2021
Mauritius,500k,,Humanitarian emergency assistance to overcome the oil sp,13,Other,2021
Mauritius,49k,,Increasing Farmers Resilience to Climate Change by Adopt,13,Other,2021
Papua New Guinea,25k,,Strengthen Disaster Risk Management in Papua New Guinea,13,Other,2021
Trinidad and Tobago,86k,,Low Emission Capacity Building Global Program Assessment,13,Other,2021
Trinidad and Tobago,2M,,Trinidad& Tobago Healthcare Capacity Building Initiative,13,Other,2021
Cuba,2M,,Resiliencia Costera,14,European Union,2021
Mauritius,182k,,Supporting Artisanal Fishing,14,European Union,2021
Barbados,150k,,Blue Economy Finance for SIDS - SDG FUND,14,Donner Countries,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,14,Donner Countries,2021
Belize,6k,,Enhancing jaguar corridors and strongholds,14,Donner Countries,2021
Belize,20k,,Enhancing jaguar corridors and strongholds,14,Donner Countries,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,14,Donner Countries,2021
Comoros,566k,,Développement d’un réseau national d’aires protégées ter,14,Donner Countries,2021
Cook Islands,443k,,Ridge to Reef Approach in Cook Islands_Full Size,14,Donner Countries,2021
Cook Islands,11k,,GEF 7 Cook Islands PPG,14,Donner Countries,2021
Cuba,44k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,14,Donner Countries,2021
Cuba,860k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,14,Donner Countries,2021
Cuba,710k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),14,Donner Countries,2021
Cuba,3M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",14,Donner Countries,2021
Cuba,196k,,Third National Communication and First Biennial Update Report to the UNFCCC,14,Donner Countries,2021
Cuba,2M,,Resiliencia Costera,14,Donner Countries,2021
Cuba,100k,,TURISMO SOSTENIBLE PREPARATORIA,14,Donner Countries,2021
Cuba,16k,,Reducción del Riesgo de sequía e inundaciones,14,Donner Countries,2021
Cuba,1,,NAP Havana Coastal Zone,14,Donner Countries,2021
Dominican Republic,65k,,Turismo sostenible Costero,14,Donner Countries,2021
Dominican Republic,267k,,Plataforma Rescate Ozama,14,Donner Countries,2021
Fiji,3M,,Regional Ridge to Reef - Pacific Island Countries (PICs),14,Donner Countries,2021
Fiji,814k,,Pacific Islands Oceanic Fisheries Management - II,14,Donner Countries,2021
Fiji,2M,,Ridge to Reef (R2R),14,Donner Countries,2021
Fiji,797k,,Micronesia Ridge to Reef,14,Donner Countries,2021
Fiji,769k,,FJ Invasive Alien Species,14,Donner Countries,2021
Fiji,386k,,PACIFIC COASTAL AQUIFERS,14,Donner Countries,2021
Fiji,79k,,Pacific Islands Oceanic Fisheries MAnagement Project III,14,Donner Countries,2021
Grenada,438k,,Ridge to Reef Grenada,14,Donner Countries,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,14,Donner Countries,2021
Guinea-Bissau,750k,,EU - Blue economy as a catalyst to green recovery,14,Donner Countries,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,14,Donner Countries,2021
Kiribati,931,,National Capacity Building,14,Donner Countries,2021
Kiribati,219k,,Kiribati POIDIER Full Size Project,14,Donner Countries,2021
Maldives,176k,,Reimagining Tourism in the Maldives,14,Donner Countries,2021
Marshall Islands,931k,,Marshall Islands Ridge to Reef Project,14,Donner Countries,2021
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,Donner Countries,2021
Mauritius,944k,,Joint Management Area Demonstration Project (MUS & SEY),14,Donner Countries,2021
Mauritius,444k,,Mainstreaming Invasive Alien Species (IAS) Prevention,14,Donner Countries,2021
Mauritius,182k,,Supporting Artisanal Fishing,14,Donner Countries,2021
"Micronesia, Federated States of",264k,,FSM Biodiversity & Invasive Alien Species,14,Donner Countries,2021
Nauru,63k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,Donner Countries,2021
Niue,880k,,Niue Ridge to Reef,14,Donner Countries,2021
Palau,1M,,Palau BD & Safeguards (IAS),14,Donner Countries,2021
Palau,249k,,Palau National Marine Sanctuary(PNMS),14,Donner Countries,2021
Papua New Guinea,28k,,PIMS5261 FSP Strengthen Protected Areas,14,Donner Countries,2021
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,14,Donner Countries,2021
Papua New Guinea,16k,,Investing in Coral Reefs and Blue Economy,14,Donner Countries,2021
Saint Kitts and Nevis,511k,,Conserving Biodiversity and Reducing Habitat Degradation,14,Donner Countries,2021
Samoa,81k,,Enhancing Integrated Sustainable Management to Safeguard,14,Donner Countries,2021
Samoa,207k,,RFF Post COVID-19,14,Donner Countries,2021
Timor-Leste,501k,,Building shoreline resilience of Timor-Leste to protect,14,Donner Countries,2021
Tuvalu,336k,,TV Ridge to Reef,14,Donner Countries,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,14,Programme Countries ,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,14,UN Agencies,2021
Belize,20k,,Enhancing jaguar corridors and strongholds,14,UN Agencies,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,14,UN Agencies,2021
Comoros,566k,,Développement d’un réseau national d’aires protégées ter,14,UN Agencies,2021
Cook Islands,443k,,Ridge to Reef Approach in Cook Islands_Full Size,14,UN Agencies,2021
Dominican Republic,267k,,Plataforma Rescate Ozama,14,UN Agencies,2021
Fiji,2M,,Ridge to Reef (R2R),14,UN Agencies,2021
Fiji,797k,,Micronesia Ridge to Reef,14,UN Agencies,2021
Fiji,769k,,FJ Invasive Alien Species,14,UN Agencies,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,14,UN Agencies,2021
Guinea-Bissau,750k,,EU - Blue economy as a catalyst to green recovery,14,UN Agencies,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,14,UN Agencies,2021
Kiribati,931,,National Capacity Building,14,UN Agencies,2021
Kiribati,219k,,Kiribati POIDIER Full Size Project,14,UN Agencies,2021
Maldives,176k,,Reimagining Tourism in the Maldives,14,UN Agencies,2021
Marshall Islands,931k,,Marshall Islands Ridge to Reef Project,14,UN Agencies,2021
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,UN Agencies,2021
Mauritius,944k,,Joint Management Area Demonstration Project (MUS & SEY),14,UN Agencies,2021
"Micronesia, Federated States of",264k,,FSM Biodiversity & Invasive Alien Species,14,UN Agencies,2021
Nauru,63k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,UN Agencies,2021
Niue,880k,,Niue Ridge to Reef,14,UN Agencies,2021
Palau,1M,,Palau BD & Safeguards (IAS),14,UN Agencies,2021
Papua New Guinea,28k,,PIMS5261 FSP Strengthen Protected Areas,14,UN Agencies,2021
Samoa,207k,,RFF Post COVID-19,14,UN Agencies,2021
Tuvalu,336k,,TV Ridge to Reef,14,UN Agencies,2021
Barbados,150k,,Blue Economy Finance for SIDS - SDG FUND,14,UN Pooled Funds,2021
Papua New Guinea,16k,,Investing in Coral Reefs and Blue Economy,14,UN Pooled Funds,2021
Belize,252k,,Belize 4th National Communication to UNFCCC/BUR,14,Vertical Fund,2021
Belize,6k,,Enhancing jaguar corridors and strongholds,14,Vertical Fund,2021
Belize,20k,,Enhancing jaguar corridors and strongholds,14,Vertical Fund,2021
Cabo Verde,749k,,Mainstreaming biodiversity conservation into the tourism,14,Vertical Fund,2021
Comoros,566k,,Développement d’un réseau national d’aires protégées ter,14,Vertical Fund,2021
Cook Islands,443k,,Ridge to Reef Approach in Cook Islands_Full Size,14,Vertical Fund,2021
Cook Islands,11k,,GEF 7 Cook Islands PPG,14,Vertical Fund,2021
Cuba,44k,,CUBA: MONITORING SUSTAINABLE LAND MANAGEMENT PROGRAMME,14,Vertical Fund,2021
Cuba,860k,,LANDSCAPE APPROACH MOUNTAIN ECOSYSTEMS,14,Vertical Fund,2021
Cuba,710k,,INFOGEO - SISTEMA INFORMACION AMBIENTAL (MEDIUM SIZE),14,Vertical Fund,2021
Cuba,3M,,"Incorporating multiple environmental considerations and their economic implications into the management of landscapes, forests and production sectors in Cuba",14,Vertical Fund,2021
Cuba,196k,,Third National Communication and First Biennial Update Report to the UNFCCC,14,Vertical Fund,2021
Cuba,100k,,TURISMO SOSTENIBLE PREPARATORIA,14,Vertical Fund,2021
Cuba,1,,NAP Havana Coastal Zone,14,Vertical Fund,2021
Dominican Republic,65k,,Turismo sostenible Costero,14,Vertical Fund,2021
Fiji,3M,,Regional Ridge to Reef - Pacific Island Countries (PICs),14,Vertical Fund,2021
Fiji,814k,,Pacific Islands Oceanic Fisheries Management - II,14,Vertical Fund,2021
Fiji,2M,,Ridge to Reef (R2R),14,Vertical Fund,2021
Fiji,797k,,Micronesia Ridge to Reef,14,Vertical Fund,2021
Fiji,769k,,FJ Invasive Alien Species,14,Vertical Fund,2021
Fiji,386k,,PACIFIC COASTAL AQUIFERS,14,Vertical Fund,2021
Fiji,79k,,Pacific Islands Oceanic Fisheries MAnagement Project III,14,Vertical Fund,2021
Grenada,438k,,Ridge to Reef Grenada,14,Vertical Fund,2021
Guinea-Bissau,5M,,SD-Coastal area resilience to climate/GEF,14,Vertical Fund,2021
Haiti,465k,,Adaptation basée sur les écosystèmes,14,Vertical Fund,2021
Kiribati,931,,National Capacity Building,14,Vertical Fund,2021
Kiribati,219k,,Kiribati POIDIER Full Size Project,14,Vertical Fund,2021
Marshall Islands,931k,,Marshall Islands Ridge to Reef Project,14,Vertical Fund,2021
Mauritius,1M,,Mainstreaming Biodiversity into the management of CZM,14,Vertical Fund,2021
Mauritius,944k,,Joint Management Area Demonstration Project (MUS & SEY),14,Vertical Fund,2021
Mauritius,444k,,Mainstreaming Invasive Alien Species (IAS) Prevention,14,Vertical Fund,2021
"Micronesia, Federated States of",264k,,FSM Biodiversity & Invasive Alien Species,14,Vertical Fund,2021
Nauru,63k,,Ridge to Reef - Bio Diversity & Ecosystem protection,14,Vertical Fund,2021
Niue,880k,,Niue Ridge to Reef,14,Vertical Fund,2021
Palau,1M,,Palau BD & Safeguards (IAS),14,Vertical Fund,2021
Palau,249k,,Palau National Marine Sanctuary(PNMS),14,Vertical Fund,2021
Papua New Guinea,28k,,PIMS5261 FSP Strengthen Protected Areas,14,Vertical Fund,2021
Papua New Guinea,2M,,PIMS5507 FSP Sustainable Finance of Papua New Guinea,14,Vertical Fund,2021
Saint Kitts and Nevis,511k,,Conserving Biodiversity and Reducing Habitat Degradation,14,Vertical Fund,2021
Samoa,81k,,Enhancing Integrated Sustainable Management to Safeguard,14,Vertical Fund,2021
Timor-Leste,501k,,Building shoreline resilience of Timor-Leste to protect,14,Vertical Fund,2021
Tuvalu,336k,,TV Ridge to Reef,14,Vertical Fund,2021
Comoros,566k,,Développement d’un réseau national d’aires protégées ter,14,Other,2021
Cuba,16k,,Reducción del Riesgo de sequía e inundaciones,14,Other,2021
Dominican Republic,267k,,Plataforma Rescate Ozama,14,Other,2021
Mauritius,182k,,Supporting Artisanal Fishing,14,Other,2021
